QX1410	IPR_accession	IPR_description	GO_ID	N2_orthologs
QX1410.9394	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	aak-1
QX1410.9394	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	aak-1
QX1410.23951	IPR036941	Receptor L-domain superfamily	-	NA
QX1410.23951	IPR036941	Receptor L-domain superfamily	-	NA
QX1410.23951	IPR053079	SPS2 domain-containing protein	-	NA
QX1410.23951	IPR000494	Receptor L-domain	-	NA
QX1410.23951	IPR000494	Receptor L-domain	-	NA
QX1410.9201	IPR014720	Double-stranded RNA-binding domain	-	WBGene00014011
QX1410.9201	IPR000253	Forkhead-associated (FHA) domain	GO:0005515(InterPro)	WBGene00014011
QX1410.9201	IPR014720	Double-stranded RNA-binding domain	-	WBGene00014011
QX1410.9201	IPR014720	Double-stranded RNA-binding domain	-	WBGene00014011
QX1410.9201	IPR050923	Cellular Process Regulator and RNA Processing Protein	-	WBGene00014011
QX1410.9201	IPR008984	SMAD/FHA domain superfamily	GO:0005515(InterPro)	WBGene00014011
QX1410.9201	IPR000253	Forkhead-associated (FHA) domain	GO:0005515(InterPro)	WBGene00014011
QX1410.9201	IPR000253	Forkhead-associated (FHA) domain	GO:0005515(InterPro)	WBGene00014011
QX1410.35612	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR049916	WD repeat-containing protein 72-like	GO:0005737(PANTHER)	rbc-2
QX1410.35612	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR036322	WD40-repeat-containing domain superfamily	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR036322	WD40-repeat-containing domain superfamily	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.35612	IPR001680	WD40 repeat	GO:0005515(InterPro)	rbc-2
QX1410.26175	IPR002516	Glycosyl transferase, family 11	GO:0005975(InterPro)|GO:0008107(InterPro)|GO:0016020(InterPro)	WBGene00008673
QX1410.26175	IPR052501	Alpha-1-2 Fucosyltransferase	GO:0043413(PANTHER)	WBGene00008673
QX1410.37151	IPR005522	Inositol polyphosphate kinase	GO:0016301(InterPro)|GO:0032958(InterPro)	WBGene00020631
QX1410.37151	IPR005522	Inositol polyphosphate kinase	GO:0000828(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0016301(InterPro)|GO:0016301(PANTHER)|GO:0032958(InterPro)|GO:0032958(PANTHER)|GO:0046854(PANTHER)	WBGene00020631
QX1410.37151	IPR038286	Inositol polyphosphate kinase superfamily	-	WBGene00020631
QX1410.41311	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.41311	IPR038717	Tc1-like transposase, DDE domain	-	plc-3
QX1410.41311	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	-	plc-3
QX1410.41311	IPR025898	Tc3 transposase, DNA binding domain	GO:0003677(InterPro)	plc-3
QX1410.41311	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)	plc-3
QX1410.41311	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.41311	IPR036388	Winged helix-like DNA-binding domain superfamily	-	plc-3
QX1410.41311	IPR052338	Transposase_5	-	plc-3
QX1410.27502	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.27502	IPR038717	Tc1-like transposase, DDE domain	-	plc-3
QX1410.27502	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	-	plc-3
QX1410.27502	IPR025898	Tc3 transposase, DNA binding domain	GO:0003677(InterPro)	plc-3
QX1410.27502	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)	plc-3
QX1410.27502	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.27502	IPR036388	Winged helix-like DNA-binding domain superfamily	-	plc-3
QX1410.27502	IPR052338	Transposase_5	-	plc-3
QX1410.33377	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.33377	IPR038717	Tc1-like transposase, DDE domain	-	plc-3
QX1410.33377	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	-	plc-3
QX1410.33377	IPR025898	Tc3 transposase, DNA binding domain	GO:0003677(InterPro)	plc-3
QX1410.33377	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)	plc-3
QX1410.33377	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.33377	IPR036388	Winged helix-like DNA-binding domain superfamily	-	plc-3
QX1410.33377	IPR052338	Transposase_5	-	plc-3
QX1410.40981	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.40981	IPR038717	Tc1-like transposase, DDE domain	-	plc-3
QX1410.40981	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	-	plc-3
QX1410.40981	IPR025898	Tc3 transposase, DNA binding domain	GO:0003677(InterPro)	plc-3
QX1410.40981	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)	plc-3
QX1410.40981	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.40981	IPR036388	Winged helix-like DNA-binding domain superfamily	-	plc-3
QX1410.40981	IPR052338	Transposase_5	-	plc-3
QX1410.28230	IPR043129	ATPase, nucleotide binding domain	-	NA
QX1410.28230	IPR013126	Heat shock protein 70 family	GO:0005524(InterPro)|GO:0016887(InterPro)	NA
QX1410.28230	IPR013126	Heat shock protein 70 family	GO:0005524(InterPro)|GO:0016887(InterPro)	NA
QX1410.28230	IPR043129	ATPase, nucleotide binding domain	-	NA
QX1410.1785	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0008194(InterPro)	ugt-47
QX1410.1785	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0008194(InterPro)	ugt-47
QX1410.1785	IPR050271	UDP-glycosyltransferase	GO:0008194(PANTHER)	ugt-47
QX1410.15809	IPR051115	Lysosomal-associated transmembrane transporter	GO:0005765(PANTHER)	WBGene00008191
QX1410.32590	IPR004841	Amino acid permease/ SLC12A domain	GO:0016020(InterPro)|GO:0055085(InterPro)	WBGene00013159
QX1410.32590	IPR036259	MFS transporter superfamily	-	WBGene00013159
QX1410.32590	-	-	GO:0005886(PANTHER)|GO:0006865(PANTHER)|GO:0015171(PANTHER)	WBGene00013159
QX1410.23050	IPR035500	Nuclear hormone receptor-like domain superfamily	-	nhr-30
QX1410.23050	IPR000536	Nuclear hormone receptor, ligand-binding domain	-	nhr-30
QX1410.23050	IPR000536	Nuclear hormone receptor, ligand-binding domain	-	nhr-30
QX1410.23050	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-30
QX1410.23050	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-30
QX1410.23050	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-30
QX1410.23050	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-30
QX1410.23050	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-30
QX1410.23050	IPR051152	Caenorhabditis elegans Orphan Nuclear Receptors	-	nhr-30
QX1410.23050	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain	GO:0000978(InterPro)	nhr-30
QX1410.23050	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-30
QX1410.23050	IPR013088	Zinc finger, NHR/GATA-type	GO:0006355(InterPro)|GO:0008270(InterPro)	nhr-30
QX1410.2688	IPR002018	Carboxylesterase, type B	-	cest-24
QX1410.2688	IPR029058	Alpha/Beta hydrolase fold	-	cest-24
QX1410.2688	IPR019819	Carboxylesterase type B, conserved site	-	cest-24
QX1410.2688	IPR019826	Carboxylesterase type B, active site	-	cest-24
QX1410.2688	IPR029058	Alpha/Beta hydrolase fold	-	cest-24
QX1410.31658	IPR042426	Cysteine-rich DPF motif domain-containing protein 1	-	WBGene00008434
QX1410.11306	IPR046338	GAIN domain superfamily	-	lat-1
QX1410.11306	IPR017981	GPCR, family 2-like, 7TM	GO:0004888(InterPro)|GO:0007166(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR043159	D-galactoside/L-rhamnose binding SUEL lectin domain superfamily	-	lat-1
QX1410.11306	IPR001879	GPCR, family 2, extracellular hormone receptor domain	GO:0004930(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR036445	GPCR family 2, extracellular hormone receptor domain superfamily	GO:0004930(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR032471	AGRL2-4 , GAIN subdomain A	-	lat-1
QX1410.11306	IPR000832	GPCR, family 2, secretin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR000832	GPCR, family 2, secretin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR000832	GPCR, family 2, secretin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR000832	GPCR, family 2, secretin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR000832	GPCR, family 2, secretin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR000922	D-galactoside/L-rhamnose binding SUEL lectin domain	GO:0030246(InterPro)	lat-1
QX1410.11306	IPR048072	Latrophilin-like receptor, 7TM	-	lat-1
QX1410.11306	IPR057244	GAIN, subdomain B	-	lat-1
QX1410.11306	IPR000922	D-galactoside/L-rhamnose binding SUEL lectin domain	GO:0030246(InterPro)	lat-1
QX1410.11306	IPR000203	GPS motif	-	lat-1
QX1410.11306	IPR001879	GPCR, family 2, extracellular hormone receptor domain	GO:0004930(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR001879	GPCR, family 2, extracellular hormone receptor domain	GO:0004930(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	IPR036445	GPCR family 2, extracellular hormone receptor domain superfamily	GO:0004930(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.11306	-	-	GO:0005886(PANTHER)	lat-1
QX1410.11306	IPR000203	GPS motif	-	lat-1
QX1410.11306	IPR000832	GPCR, family 2, secretin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	lat-1
QX1410.43693	IPR012337	Ribonuclease H-like superfamily	-	NA
QX1410.13845	IPR000834	Peptidase M14, carboxypeptidase A	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro)	WBGene00021645
QX1410.13845	IPR000834	Peptidase M14, carboxypeptidase A	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro)	WBGene00021645
QX1410.13845	IPR000834	Peptidase M14, carboxypeptidase A	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro)	WBGene00021645
QX1410.13845	IPR000834	Peptidase M14, carboxypeptidase A	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro)	WBGene00021645
QX1410.13845	IPR000834	Peptidase M14, carboxypeptidase A	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro)	WBGene00021645
QX1410.13845	IPR003582	ShKT domain	-	WBGene00021645
QX1410.13845	IPR000834	Peptidase M14, carboxypeptidase A	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro)	WBGene00021645
QX1410.13845	IPR003582	ShKT domain	-	WBGene00021645
QX1410.13845	-	-	GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)	WBGene00021645
QX1410.13845	IPR036990	Metallocarboxypeptidase-like, propeptide	-	WBGene00021645
QX1410.13845	IPR003146	Carboxypeptidase, activation peptide	-	WBGene00021645
QX1410.13845	IPR000834	Peptidase M14, carboxypeptidase A	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro)	WBGene00021645
QX1410.39343	IPR002347	Short-chain dehydrogenase/reductase SDR	-	dhs-29
QX1410.39343	IPR002347	Short-chain dehydrogenase/reductase SDR	-	dhs-29
QX1410.39343	IPR002347	Short-chain dehydrogenase/reductase SDR	-	dhs-29
QX1410.39343	IPR002347	Short-chain dehydrogenase/reductase SDR	-	dhs-29
QX1410.39343	IPR002347	Short-chain dehydrogenase/reductase SDR	-	dhs-29
QX1410.39343	IPR028110	Transmembrane protein 254	-	dhs-29
QX1410.39343	IPR036291	NAD(P)-binding domain superfamily	-	dhs-29
QX1410.39343	IPR002347	Short-chain dehydrogenase/reductase SDR	-	dhs-29
QX1410.39343	-	-	GO:0005811(PANTHER)|GO:0016616(PANTHER)	dhs-29
QX1410.11884	IPR057316	Rab11-FIP3/4 domain	-	rfip-1
QX1410.11884	IPR019018	Rab-binding domain FIP-RBD	-	rfip-1
QX1410.11884	IPR019018	Rab-binding domain FIP-RBD	-	rfip-1
QX1410.11884	IPR037245	FIP-RBD, C-terminal domain superfamily	-	rfip-1
QX1410.11884	IPR051977	Rab11-interacting regulator of endocytosis and ciliogenesis	GO:0030139(PANTHER)|GO:0030496(PANTHER)|GO:0032154(PANTHER)|GO:0032456(PANTHER)|GO:0032465(PANTHER)|GO:0055038(PANTHER)	rfip-1
QX1410.38057	IPR021942	Protein of unknown function DUF3557	-	NA
QX1410.38057	IPR021942	Protein of unknown function DUF3557	-	NA
QX1410.13933	IPR018222	Nuclear transport factor 2, eukaryote	-	nxt-1
QX1410.13933	IPR032710	NTF2-like domain superfamily	-	nxt-1
QX1410.13933	IPR045875	Nuclear transport factor 2	GO:0006913(InterPro)	nxt-1
QX1410.13933	IPR018222	Nuclear transport factor 2, eukaryote	-	nxt-1
QX1410.13933	IPR002075	Nuclear transport factor 2 domain	-	nxt-1
QX1410.10195	IPR043187	Esterase CM06B1-like	-	cest-32
QX1410.10195	IPR029058	Alpha/Beta hydrolase fold	-	cest-32
QX1410.10195	IPR002018	Carboxylesterase, type B	-	cest-32
QX1410.10195	IPR029058	Alpha/Beta hydrolase fold	-	cest-32
QX1410.10195	IPR019826	Carboxylesterase type B, active site	-	cest-32
QX1410.27527	-	-	GO:0009790(PANTHER)	NA
QX1410.2502	IPR004950	Protein of unknown function DUF267, Caenorhabditis species	-	srr-1
QX1410.2502	IPR004950	Protein of unknown function DUF267, Caenorhabditis species	-	srr-1
QX1410.38982	IPR019430	7TM GPCR, serpentine receptor class x (Srx)	-	WBGene00015799
QX1410.32269	-	-	GO:0019005(PANTHER)|GO:0031146(PANTHER)	WBGene00017138
QX1410.32269	IPR032675	Leucine-rich repeat domain superfamily	-	WBGene00017138
QX1410.32269	IPR006553	Leucine-rich repeat, cysteine-containing subtype	-	WBGene00017138
QX1410.32269	IPR006553	Leucine-rich repeat, cysteine-containing subtype	-	WBGene00017138
QX1410.32269	IPR006553	Leucine-rich repeat, cysteine-containing subtype	-	WBGene00017138
QX1410.32269	IPR006553	Leucine-rich repeat, cysteine-containing subtype	-	WBGene00017138
QX1410.32269	IPR006553	Leucine-rich repeat, cysteine-containing subtype	-	WBGene00017138
QX1410.32269	IPR006553	Leucine-rich repeat, cysteine-containing subtype	-	WBGene00017138
QX1410.32269	IPR032675	Leucine-rich repeat domain superfamily	-	WBGene00017138
QX1410.32269	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	WBGene00017138
QX1410.32269	IPR001810	F-box domain	GO:0005515(InterPro)	WBGene00017138
QX1410.32269	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	WBGene00017138
QX1410.32269	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	-	WBGene00017138
QX1410.32269	IPR035979	RNA-binding domain superfamily	GO:0003676(InterPro)	WBGene00017138
QX1410.32269	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	WBGene00017138
QX1410.42577	IPR036388	Winged helix-like DNA-binding domain superfamily	-	plc-3
QX1410.42577	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.42577	IPR025898	Tc3 transposase, DNA binding domain	GO:0003677(InterPro)	plc-3
QX1410.42577	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.42577	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	-	plc-3
QX1410.36034	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-	WBGene00011144
QX1410.36034	IPR019410	Lysine methyltransferase	GO:0032991(PANTHER)	WBGene00011144
QX1410.36034	IPR019410	Lysine methyltransferase	-	WBGene00011144
QX1410.36034	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-	WBGene00011144
QX1410.130	IPR000210	BTB/POZ domain	GO:0005515(InterPro)	WBGene00022396
QX1410.130	IPR011333	SKP1/BTB/POZ domain superfamily	-	WBGene00022396
QX1410.130	IPR011333	SKP1/BTB/POZ domain superfamily	-	WBGene00022396
QX1410.130	IPR000210	BTB/POZ domain	GO:0005515(InterPro)	WBGene00022396
QX1410.130	IPR000210	BTB/POZ domain	GO:0005515(InterPro)	WBGene00022396
QX1410.130	IPR000210	BTB/POZ domain	GO:0005515(InterPro)	WBGene00022396
QX1410.130	IPR011333	SKP1/BTB/POZ domain superfamily	-	WBGene00022396
QX1410.130	IPR011333	SKP1/BTB/POZ domain superfamily	-	WBGene00022396
QX1410.29635	IPR039039	RAI1-like family	GO:0000956(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0034353(PANTHER)|GO:0110155(PANTHER)	WBGene00010825, WBGene00010821, WBGene00010822, WBGene00012959, WBGene00012960, WBGene00012961
QX1410.29636	IPR039039	RAI1-like family	GO:0000956(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0034353(PANTHER)|GO:0110155(PANTHER)	WBGene00010825, WBGene00010821, WBGene00010822, WBGene00012959, WBGene00012960, WBGene00012961
QX1410.6466	-	-	GO:0005634(PANTHER)	WBGene00016794
QX1410.6466	IPR012935	NuBaID, N-terminal domain	GO:0008270(InterPro)	WBGene00016794
QX1410.30163	IPR043458	G-protein coupled receptor 158/179	-	WBGene00009558
QX1410.30163	IPR017978	GPCR family 3, C-terminal	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	WBGene00009558
QX1410.42784	IPR036179	Immunoglobulin-like domain superfamily	-	unc-22
QX1410.42784	IPR008271	Serine/threonine-protein kinase, active site	GO:0004672(InterPro)|GO:0006468(InterPro)	unc-22
QX1410.42784	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR036179	Immunoglobulin-like domain superfamily	-	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR007110	Immunoglobulin-like domain	-	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR007110	Immunoglobulin-like domain	-	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR013783	Immunoglobulin-like fold	-	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR013783	Immunoglobulin-like fold	-	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR013783	Immunoglobulin-like fold	-	unc-22
QX1410.42784	IPR007110	Immunoglobulin-like domain	-	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR007110	Immunoglobulin-like domain	-	unc-22
QX1410.42784	IPR003961	Fibronectin type III	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR036116	Fibronectin type III superfamily	GO:0005515(InterPro)	unc-22
QX1410.42784	IPR007110	Immunoglobulin-like domain	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
QX1410.42784	IPR013098	Immunoglobulin I-set	-	unc-22
